,Primary_ISBN_10,Book_Title,Description,Author,Contributor,Publisher,Asterisk,Dagger,Amazon_URL,Review_Link,BestSeller_Date,Published_Date,Book_Category,BestSeller_Year,BestSeller_Week,Rank,Rank_Last_Week,Weeks_on_List
525,393609405,ASTROPHYSICS FOR PEOPLE IN A HURRY,"A straightforward, easy-to-understand introduction to the laws that govern the universe.",Neil deGrasse Tyson,by Neil deGrasse Tyson,Norton,0,0,https://www.amazon.com/Astrophysics-People-Hurry-deGrasse-Tyson/dp/0393609391?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,1,5,34
526,1501139150,LEONARDO DA VINCI,A biography of the Italian Renaissance polymath which connects his work in various disciplines.,Walter Isaacson,by Walter Isaacson,Simon & Schuster,0,0,https://www.amazon.com/Leonardo-Vinci-Walter-Isaacson/dp/1501139150?tag=NYTBSREV-20,https://www.nytimes.com/2017/11/27/books/review/leonardo-da-vinci-biography-walter-isaacson.html,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,2,2,11
527,159420487X,GRANT,A biography of the Union general of the Civil War and two-term president of the United States.,Ron Chernow,by Ron Chernow,Penguin Press,0,0,https://www.amazon.com/Grant-Ron-Chernow/dp/159420487X?tag=NYTBSREV-20,https://www.nytimes.com/2017/10/12/books/review/ron-chernow-ulysses-s-grant-biography-bill-clinton.html,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,3,1,12
528,62363611,HIDDEN FIGURES,The story of the black women mathematicians at then-segregated NASA and its precursor. The basis of the movie.,Margot Lee Shetterly,by Margot Lee Shetterly,Morrow/HarperCollins,0,0,http://www.amazon.com/Hidden-Figures-American-Untold-Mathematicians-ebook/dp/B0166JFFD0?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,4,0,24
529,1501181823,THE LAST BLACK UNICORN,"The comedian recounts growing up in South Central Los Angeles, exacting revenge on an ex-boyfriend and finding success after a period of homelessness.",Tiffany Haddish,by Tiffany Haddish,Gallery,0,0,https://www.amazon.com/Last-Black-Unicorn-Tiffany-Haddish/dp/1501181823?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,5,13,4
530,385534248,KILLERS OF THE FLOWER MOON,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",David Grann,by David Grann,Doubleday,0,0,https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20,https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,6,9,29
531,1250171679,"PROMISE ME, DAD","The former vice president recalls his toughest year in office, as his son battled brain cancer.",Joe Biden,by Joe Biden,Flatiron Books,0,0,https://www.amazon.com/Promise-Me-Dad-Hardship-Purpose/dp/1250171679?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,7,3,7
532,735213232,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS,Major General Jackson takes on the British in Louisiana.,Brian Kilmeade and Don Yaeger,by Brian Kilmeade and Don Yaeger,Sentinel,0,0,https://www.amazon.com/Andrew-Jackson-Miracle-New-Orleans/dp/0735213232?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,8,7,10
533,1627790640,KILLING ENGLAND,Major events and battles during the Revolutionary War are told from several perspectives.,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,Holt,0,0,https://www.amazon.com/Killing-England-Struggle-American-Independence/dp/1627790640?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,9,6,15
534,316512583,OBAMA,"More than 300 pictures of the former president by his White House photographer, with behind-the-scenes stories.",Pete Souza,by Pete Souza,"Little, Brown",0,0,https://www.amazon.com/Obama-Intimate-Portrait-Pete-Souza/dp/0316512583?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,10,4,8
535,1546083308,LET TRUMP BE TRUMP,Insider accounts of the Republican presidential campaign and its outcome by two of its advisers.,Corey R Lewandowski and David N Bossie,by Corey R. Lewandowski and David N. Bossie,Center Street,0,0,https://www.amazon.com/Let-Trump-Be-Inside-Presidency/dp/1546083308?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,11,10,4
536,1501179950,HORSE SOLDIERS,A small group of Special Forces operatives fought the Taliban on horseback shortly after Sept. 11.,Doug Stanton,by Doug Stanton,Scribner,0,0,http://www.amazon.com/Horse-Soldiers-Extraordinary-Victory-Afghanistan/dp/1416580514?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,12,0,1
537,1501111868,BOBBY KENNEDY,The New York senator's journey from his formative years to his tragic run for president.,Chris Matthews,by Chris Matthews,Simon & Schuster,0,0,https://www.amazon.com/Bobby-Kennedy-Raging-Chris-Matthews/dp/1501111868?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,13,8,9
538,62568469,"THANKS, OBAMA",A comic memoir from a young presidential speechwriter who served in the Obama White House.,David Litt,by David Litt,Ecco,0,0,https://www.amazon.com/Thanks-Obama-Hopey-Changey-White/dp/0062568450?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/22/books/review/thanks-obama-david-litt-memoir.html,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,14,0,1
539,62300547,HILLBILLY ELEGY,A Yale Law School graduate looks at the struggles of the white working class through the story of his own childhood.,JD Vance,by J.D. Vance,HarperCollins,0,0,http://www.amazon.com/Hillbilly-Elegy-Memoir-Family-Culture-ebook/dp/B0166ISAS8?tag=NYTBSREV-20,,12/30/17,1/14/18,Combined Print and E-Book Nonfiction,2018,2,15,0,69
630,385514239,ORIGIN,A symbology professor goes on a perilous quest with a beautiful museum director.,Dan Brown,by Dan Brown,Doubleday,0,0,https://www.amazon.com/Origin-Novel-Dan-Brown-ebook/dp/B01LY7FD0D?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,1,2,13
631,385541171,THE ROOSTER BAR,Three students at a sleazy for-profit law school hope to expose the student-loan banker who runs it.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/Rooster-Bar-John-Grisham-ebook/dp/B01N6YQAPS?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,2,1,10
632,316273902,THE PEOPLE VS. ALEX CROSS,Detective Cross takes on a case even though he has been suspended from the department and taken to federal court to stand trial on murder charges.,James Patterson,by James Patterson,"Little, Brown",0,0,https://www.amazon.com/People-vs-Alex-Cross/dp/0316273902?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,3,3,6
633,399593489,THE MIDNIGHT LINE,Jack Reacher tracks down the owner of a pawned West Point class ring and stumbles upon a large criminal enterprise.,Lee Child,by Lee Child,Delacorte,0,0,https://www.amazon.com/Midnight-Line-Jack-Reacher-Novel-ebook/dp/B06WP486XH?tag=NYTBSREV-20,https://www.nytimes.com/2017/11/08/books/review-midnight-line-jack-reacher-lee-child.html,12/30/17,1/14/18,Hardcover Fiction,2018,2,4,5,8
634,735224293,LITTLE FIRES EVERYWHERE,An artist upends a quiet town outside Cleveland.,Celeste Ng,by Celeste Ng,Penguin Press,0,0,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,12/30/17,1/14/18,Hardcover Fiction,2018,2,5,10,15
635,553448129,ARTEMIS,A small-time smuggler living in a lunar colony schemes to pay off an old debt by pulling off a challenging heist.,Andy Weir,by Andy Weir,Crown,0,0,https://www.amazon.com/Artemis-Novel-Andy-Weir/dp/0553448129?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,6,4,7
636,1250122953,YEAR ONE,"When a pandemic strikes and the world spins into chaos, several travelers head west to find a new life.",Nora Roberts,by Nora Roberts,St. Martin's,0,0,https://www.amazon.com/Year-One-Chronicles-Book/dp/1250122953?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,7,6,4
637,None,END GAME,Jessica Reel and Will Robie fight a dangerous adversary in Colorado.,David Baldacci,by David Baldacci,Grand Central,0,0,https://www.amazon.com/Game-Will-Robie-David-Baldacci-ebook/dp/B06WGTZXG7?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,8,8,7
638,399161503,THE WANTED,A single mother hires Elvis Cole to investigate her teenage son who is on the run after a deadly crime spree.,Robert Crais,by Robert Crais,Putnam,0,0,https://www.amazon.com/Wanted-Elvis-Cole-Joe-Pike-ebook/dp/B01M09NRYP?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,9,0,1
639,735215898,TOM CLANCY POWER AND EMPIRE,President Jack Ryan seeks to identify the hidden forces escalating the tensions between China and the United States.,Marc Cameron,by Marc Cameron,Putnam,0,0,https://www.amazon.com/Clancy-Power-Empire-Jack-Novel-ebook/dp/B06Y55SB4X?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,10,7,5
640,316225908,TWO KINDS OF TRUTH,"While he investigates the murder of two pharmacists, an old case comes back to haunt Harry Bosch.",Michael Connelly,by Michael Connelly,"Little, Brown",0,0,https://www.amazon.com/Kinds-Truth-Harry-Bosch-Novel-ebook/dp/B06W9NKRXG?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,11,14,9
641,150116340X,SLEEPING BEAUTIES,Women who fall asleep become shrouded in mysterious cocoons while the men battle one another.,Stephen King and Owen King,by Stephen King and Owen King,Scribner,0,0,https://www.amazon.com/Sleeping-Beauties-Novel-Stephen-King/dp/150116340X?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,12,9,14
642,425284689,BEFORE WE WERE YOURS,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,Lisa Wingate,by Lisa Wingate,Ballantine,0,0,https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Fiction,2018,2,13,0,15
643,1476716730,MANHATTAN BEACH,The first female diver at the Brooklyn Naval Yard during World War II tries to understand why her father disappeared.,Jennifer Egan,by Jennifer Egan,Scribner,0,0,https://www.amazon.com/Manhattan-Beach-Novel-Jennifer-Egan/dp/1476716730?tag=NYTBSREV-20,https://www.nytimes.com/2017/10/03/books/review/jennifer-egan-manhattan-beach.html,12/30/17,1/14/18,Hardcover Fiction,2018,2,14,15,7
644,1501126067,"SING, UNBURIED, SING","A 13-year-old boy comes of age in Mississippi while his black mother takes him and his toddler sister to pick up their white father, who is getting released from the state penitentiary.",Jesmyn Ward,by Jesmyn Ward,Scribner,0,0,https://www.amazon.com/Sing-Unburied-Novel-Jesmyn-Ward/dp/1501126067?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/22/books/review/tracy-k-smith-on-sing-unburied-sing-jesmyn-ward.html,12/30/17,1/14/18,Hardcover Fiction,2018,2,15,0,2
735,1501139150,LEONARDO DA VINCI,A biography of the Italian Renaissance polymath which connects his work in various disciplines.,Walter Isaacson,by Walter Isaacson,Simon & Schuster,0,0,https://www.amazon.com/Leonardo-Vinci-Walter-Isaacson/dp/1501139150?tag=NYTBSREV-20,https://www.nytimes.com/2017/11/27/books/review/leonardo-da-vinci-biography-walter-isaacson.html,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,1,2,11
736,159420487X,GRANT,A biography of the Union general of the Civil War and two-term president of the United States.,Ron Chernow,by Ron Chernow,Penguin Press,0,0,https://www.amazon.com/Grant-Ron-Chernow/dp/159420487X?tag=NYTBSREV-20,https://www.nytimes.com/2017/10/12/books/review/ron-chernow-ulysses-s-grant-biography-bill-clinton.html,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,2,1,12
737,393609391,ASTROPHYSICS FOR PEOPLE IN A HURRY,"A straightforward, easy-to-understand introduction to the universe.",Neil deGrasse Tyson,by Neil deGrasse Tyson,Norton,0,0,https://www.amazon.com/Astrophysics-People-Hurry-deGrasse-Tyson/dp/0393609391?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,3,5,35
738,735213232,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS,Major General Jackson takes on the British in Louisiana.,Brian Kilmeade and Don Yaeger,by Brian Kilmeade and Don Yaeger,Sentinel,0,0,https://www.amazon.com/Andrew-Jackson-Miracle-New-Orleans/dp/0735213232?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,4,7,10
739,316512583,OBAMA,"More than 300 pictures of the former president by his White House photographer, with behind-the-scenes stories.",Pete Souza,by Pete Souza,"Little, Brown",0,0,https://www.amazon.com/Obama-Intimate-Portrait-Pete-Souza/dp/0316512583?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,5,3,8
740,1627790640,KILLING ENGLAND,Major events and battles during the Revolutionary War are told from several perspectives.,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,Holt,0,0,https://www.amazon.com/Killing-England-Struggle-American-Independence/dp/1627790640?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,6,6,15
741,1250171679,"PROMISE ME, DAD","The former vice president recalls his toughest year in office, as his son battled brain cancer.",Joe Biden,by Joe Biden,Flatiron Books,0,0,https://www.amazon.com/Promise-Me-Dad-Hardship-Purpose/dp/1250171679?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,7,4,7
742,1546083308,LET TRUMP BE TRUMP,Insider accounts of the Republican presidential campaign and its outcome by two of its advisers.,Corey R Lewandowski and David N Bossie,by Corey R. Lewandowski and David N. Bossie,Center Street,0,1,https://www.amazon.com/Let-Trump-Be-Inside-Presidency/dp/1546083308?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,8,10,4
743,1501111868,BOBBY KENNEDY,The New York senator's journey from his formative years to his tragic run for president.,Chris Matthews,by Chris Matthews,Simon & Schuster,0,0,https://www.amazon.com/Bobby-Kennedy-Raging-Chris-Matthews/dp/1501111868?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,9,8,9
744,385534248,KILLERS OF THE FLOWER MOON,The story of a murder spree in 1920s Oklahoma that targeted Osage Indians.,David Grann,by David Grann,Doubleday,0,0,https://www.amazon.com/Killers-Flower-Moon-Osage-Murders/dp/0385534248?tag=NYTBSREV-20,https://www.nytimes.com/2017/04/28/books/review/killers-of-the-flower-moon-david-grann.html,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,10,11,28
745,1501181823,THE LAST BLACK UNICORN,"The comedian recounts growing up in South Central Los Angeles, exacting revenge on an ex-boyfriend and finding success after a period of homelessness.",Tiffany Haddish,by Tiffany Haddish,Gallery,0,0,https://www.amazon.com/Last-Black-Unicorn-Tiffany-Haddish/dp/1501181823?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,11,0,3
746,1501175564,WHAT HAPPENED,An inside look at her campaign and how she recovered in its aftermath.,Hillary Clinton,by Hillary Clinton,Simon & Schuster,0,0,https://www.amazon.com/What-Happened-Hillary-Rodham-Clinton/dp/1501175564?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,12,9,16
747,399590560,WE WERE EIGHT YEARS IN POWER,A series of essays that cover each year of the Obama administration and the writer's own journey.,Ta-Nehisi Coates,by Ta-Nehisi Coates,One World,0,0,https://www.amazon.com/We-Were-Eight-Years-Power/dp/0399590560?tag=NYTBSREV-20,https://www.nytimes.com/2017/11/03/books/review/we-were-eight-years-in-power-ta-nehisi-coates-essays-memoir.html,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,13,14,11
748,62300547,HILLBILLY ELEGY,A Yale Law School graduate examines white working class struggles.,JD Vance,by J.D. Vance,HarperCollins,0,0,http://www.amazon.com/Hillbilly-Elegy-Memoir-Family-Culture-ebook/dp/B0166ISAS8?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,14,0,70
749,62693980,WE'RE GOING TO NEED MORE WINE,"Essays by the actress and activist on love, step-parenting and living beyond personal tragedy.",Gabrielle Union,by Gabrielle Union,Dey St.,0,0,https://www.amazon.com/Were-Going-Need-More-Wine/dp/0062693980?tag=NYTBSREV-20,,12/30/17,1/14/18,Hardcover Nonfiction,2018,2,15,0,4
840,62678418,THE WOMAN IN THE WINDOW,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,AJ Finn,by A.J. Finn,Morrow,0,0,https://www.amazon.com/Woman-Window-Novel-J-Finn/dp/0062678418?tag=NYTBSREV-20,,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,1,0,1
841,1455586633,END GAME,Jessica Reel and Will Robie fight a dangerous adversary in Colorado.,David Baldacci,by David Baldacci,Grand Central,0,0,https://www.amazon.com/Game-Will-Robie-David-Baldacci-ebook/dp/B06WGTZXG7?tag=NYTBSREV-20,,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,2,13,8
842,385514239,ORIGIN,A symbology professor goes on a perilous quest with a beautiful museum director.,Dan Brown,by Dan Brown,Doubleday,0,0,https://www.amazon.com/Origin-Novel-Dan-Brown-ebook/dp/B01LY7FD0D?tag=NYTBSREV-20,,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,3,3,14
843,073521719X,UNBOUND,The 44th book in the Stone Barrington series.,Stuart Woods,by Stuart Woods,Putnam,0,0,https://www.amazon.com/Unbound-Stone-Barrington-Novel-Stuart-ebook/dp/B071YC1VHD?tag=NYTBSREV-20,,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,4,0,1
844,1501176854,ROBICHEAUX,A bereaved detective confronts his past and works to clear his name when he becomes a suspect during an investigation into the murder of the man who killed his wife.,James Lee Burke,by James Lee Burke,Simon & Schuster,0,0,https://www.amazon.com/Robicheaux-Novel-James-Lee-Burke-ebook/dp/B074ZCQSZ6?tag=NYTBSREV-20,,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,5,0,1
845,735224307,LITTLE FIRES EVERYWHERE,An artist upends a quiet town outside Cleveland.,Celeste Ng,by Celeste Ng,Penguin Press,0,0,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=NYTBSREV-20,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,6,12,11
846,1449486797,THE SUN AND HER FLOWERS,"A new collection of poetry from the author of ""Milk and Honey.""",Rupi Kaur,by Rupi Kaur,Andrews McMeel,0,0,https://www.amazon.com/Sun-Her-Flowers-Rupi-Kaur/dp/1449486797?tag=NYTBSREV-20,https://www.nytimes.com/2017/12/15/books/review/rupi-kaur-instapoets.html,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,7,8,14
847,038554118X,THE ROOSTER BAR,Three students at a sleazy for-profit law school hope to expose the student-loan banker who runs it.,John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/Rooster-Bar-John-Grisham-ebook/dp/B01N6YQAPS?tag=NYTBSREV-20,,1/6/18,1/21/18,Combined Print and E-Book Fiction,2018,3,8,7,11
